nomination_id,url,Congress,name,organization,Description,date_received,Committee,date_last_action,Latest Action,last_action,congress,residence,role
PN2309,https://www.congress.gov/nomination/107th-congress/2309,107th Congress (2001-2002),Leonardo M. Rapadas,Department of Justice,"Leonardo M. Rapadas, of Guam, to be United States Attorney for the District of the Guam and concurrently United States Attorney for the District of the Northern Mariana Islands for the term of four years, vice K. William O' Connor, resigned.",2002-11-19,Judiciary,2002-11-20,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,107,Guam,United States Attorney
PN2308,https://www.congress.gov/nomination/107th-congress/2308,107th Congress (2001-2002),Humberto S. Garcia,Department of Justice,"Humberto S. Garcia, of Puerto Rico, to be United States Attorney for the District of Puerto Rico for the term of four years, vice Daniel F. Lopez Romo, resigned.",2002-11-19,Judiciary,2002-11-20,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,107,Puerto Rico,United States Attorney
PN2302,https://www.congress.gov/nomination/107th-congress/2302,107th Congress (2001-2002),Richard Zenos Winget,Department of Justice,"Richard Zenos Winget, of Nevada, to be United States Marshal for the District of Nevada, vice Jose Gerardo Troncoso.",2002-11-14,Judiciary,2002-11-20,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,107,Nevada,United States Marshal
PN2301,https://www.congress.gov/nomination/107th-congress/2301,107th Congress (2001-2002),Harlon Eugene Costner,Department of Justice,"Harlon Eugene Costner, of North Carolina, to be United States Marshal for the Middle District of North Carolina for the term of four years, vice Becky Jane Wallace.",2002-11-14,Judiciary,2002-11-20,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,107,North Carolina,United States Marshal
PN2256,https://www.congress.gov/nomination/107th-congress/2256,107th Congress (2001-2002),Thomas A. Varlan,The Judiciary,"Thomas A. Varlan, of Tennessee, to be United States District Judge for the Eastern District of Tennessee, vice Robert Leon Jordan, retired.",2002-10-10,Judiciary,2002-11-20,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,107,Tennessee,United States District Judge
PN2255,https://www.congress.gov/nomination/107th-congress/2255,107th Congress (2001-2002),J. Daniel Breen,The Judiciary,"J. Daniel Breen, of Tennessee, to be United States District Judge for the Western District of Tennessee, vice Julia Smith Gibbons, elevated.",2002-10-10,Judiciary,2002-11-20,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,107,Tennessee,United States District Judge
PN2254,https://www.congress.gov/nomination/107th-congress/2254,107th Congress (2001-2002),John R. Adams,The Judiciary,"John R. Adams, of Ohio, to be United States District Judge for the Northern District of Ohio, vice George Washington White, retired.",2002-10-10,Judiciary,2002-11-20,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,107,Ohio,United States District Judge
PN2253,https://www.congress.gov/nomination/107th-congress/2253,107th Congress (2001-2002),Cormac J. Carney,The Judiciary,"Cormac J. Carney, of California, to be United States District Judge for the Central District of California, vice Carlos R. Moreno, resigned.",2002-10-10,Judiciary,2002-11-20,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,107,California,United States District Judge
PN2191,https://www.congress.gov/nomination/107th-congress/2191,107th Congress (2001-2002),John Francis Clark,Department of Justice,"John Francis Clark, of Virginia, to be United States Marshal for the Eastern District of Virginia for the term of four years, vice John William Marshall, resigned.",2002-09-20,Judiciary,2002-11-12,Confirmed by the Senate by Voice Vote.,confirmed,107,Virginia,United States Marshal
PN2190,https://www.congress.gov/nomination/107th-congress/2190,107th Congress (2001-2002),Kevin J. O'Connor,Department of Justice,"Kevin J. O'Connor, of Connecticut, to be United States Attorney for the District of Connecticut for the term of four years, vice Stephen C. Robinson, resigned.",2002-09-20,Judiciary,2002-11-15,Confirmed by the Senate by Voice Vote.,confirmed,107,Connecticut,United States Attorney
PN2155,https://www.congress.gov/nomination/107th-congress/2155,107th Congress (2001-2002),Victor J. Wolski,The Judiciary,"Victor J. Wolski, of Virginia, to be a Judge of the United States Court of Federal Claims for a term of fifteen years, vice Bohdan A. Futey, term expired.",2002-09-12,Judiciary,2002-11-20,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,107,Virginia,Judge
PN2154,https://www.congress.gov/nomination/107th-congress/2154,107th Congress (2001-2002),William D. Quarles Jr.,The Judiciary,"William D. Quarles, Jr., of Maryland, to be United States District Judge for the District of Maryland, vice William M. Nickerson, retired.",2002-09-12,Judiciary,2002-11-20,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,107,Maryland,United States District Judge
PN2153,https://www.congress.gov/nomination/107th-congress/2153,107th Congress (2001-2002),Thomas L. Ludington,The Judiciary,"Thomas L. Ludington, of Michigan, to be United States District Judge for the Eastern District of Michigan, vice Paul V. Gadola, retired.",2002-09-12,Judiciary,2002-11-20,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,107,Michigan,United States District Judge
PN2152,https://www.congress.gov/nomination/107th-congress/2152,107th Congress (2001-2002),S. Maurice Hicks Jr.,The Judiciary,"S. Maurice Hicks, Jr., of Louisiana, to be United States District Judge for the Western District of Louisiana, vice Donald E. Walter, retired.",2002-09-12,Judiciary,2002-11-20,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,107,Louisiana,United States District Judge
PN2151,https://www.congress.gov/nomination/107th-congress/2151,107th Congress (2001-2002),Ralph R. Erickson,The Judiciary,"Ralph R. Erickson, of North Dakota, to be United States District Judge for the District of North Dakota, vice Rodney S. Webb, retired.",2002-09-12,Judiciary,2002-11-20,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,107,North Dakota,United States District Judge
PN2144,https://www.congress.gov/nomination/107th-congress/2144,107th Congress (2001-2002),Glenn T. Suddaby,Department of Justice,"Glenn T. Suddaby, of New York, to be United States Attorney for the Northern District of New York for the term of four years, vice Daniel J. French, resigned.",2002-09-10,Judiciary,2002-11-12,Confirmed by the Senate by Voice Vote.,confirmed,107,New York,United States Attorney
PN2074,https://www.congress.gov/nomination/107th-congress/2074,107th Congress (2001-2002),Joseph R. Guccione,Department of Justice,"Joseph R. Guccione, of New York, to be United States Marshal for the Southern District of New York for the term of four years, vice Russell John Qualliotine.",2002-08-01,Judiciary,2002-11-12,Confirmed by the Senate by Voice Vote.,confirmed,107,New York,United States Marshal
PN2073,https://www.congress.gov/nomination/107th-congress/2073,107th Congress (2001-2002),Dennis Arthur Williamson,Department of Justice,"Dennis Arthur Williamson, of Florida, to be United States Marshal for the Northern District of Florida for the term of four years, vice James W. Lockley, term expired.",2002-08-01,Judiciary,2002-11-20,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,107,Florida,United States Marshal
PN2072,https://www.congress.gov/nomination/107th-congress/2072,107th Congress (2001-2002),Christina Pharo,Department of Justice,"Christina Pharo, of Florida, to be United States Marshal for the Southern District of Florida for the term of four years, vice James A. Tassone.",2002-08-01,Judiciary,2002-11-20,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,107,Florida,United States Marshal
PN2071,https://www.congress.gov/nomination/107th-congress/2071,107th Congress (2001-2002),Thomas Dyson Hurlburt Jr.,Department of Justice,"Thomas Dyson Hurlburt, Jr., of Florida, to be United States Marshal for the Middle District of Florida for the term of four years, vice Don R. Moreland, term expired.",2002-08-01,Judiciary,2002-11-20,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,107,Florida,United States Marshal
PN2070,https://www.congress.gov/nomination/107th-congress/2070,107th Congress (2001-2002),Antonio Candia Amador,Department of Justice,"Antonio Candia Amador, of California, to be United States Marshal for the Eastern District of California for the term of four years, vice Jerry J. Enomoto, term expired.",2002-08-01,Judiciary,2002-09-20,Confirmed by the Senate by Voice Vote.,confirmed,107,California,United States Marshal
PN2069,https://www.congress.gov/nomination/107th-congress/2069,107th Congress (2001-2002),Carol Chien-Hua Lam,Department of Justice,"Carol Chien-Hua Lam, of California, to be United States Attorney for the Southern District of California for the term of four years, vice Alan D. Bersin, term expired.",2002-08-01,Judiciary,2002-11-12,Confirmed by the Senate by Voice Vote.,confirmed,107,California,United States Attorney
PN2068,https://www.congress.gov/nomination/107th-congress/2068,107th Congress (2001-2002),Gregory L. Frost,The Judiciary,"Gregory L. Frost, of Ohio, to be United States District Judge for the Southern District of Ohio, vice George C. Smith, retired.",2002-08-01,Judiciary,2002-11-20,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,107,Ohio,United States District Judge
PN2067,https://www.congress.gov/nomination/107th-congress/2067,107th Congress (2001-2002),Richard J. Holwell,The Judiciary,"Richard J. Holwell, of New York, to be United States District Judge for the Southern District of New York, vice Barrington D. Parker, Jr., elevated.",2002-08-01,Judiciary,2002-11-20,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,107,New York,United States District Judge
PN2066,https://www.congress.gov/nomination/107th-congress/2066,107th Congress (2001-2002),Freda L. Wolfson,The Judiciary,"Freda L. Wolfson, of New Jersey, to be United States District Judge for the District of New Jersey, vice Nicholas H. Politan, retired.",2002-08-01,Judiciary,2002-11-14,Confirmed by the Senate by Voice Vote.,confirmed,107,New Jersey,United States District Judge
PN2065,https://www.congress.gov/nomination/107th-congress/2065,107th Congress (2001-2002),Jose L. Linares,The Judiciary,"Jose L. Linares, of New Jersey, to be United States District Judge for the District of New Jersey, vice Alfred J. Lechner, Jr., resigned.",2002-08-01,Judiciary,2002-11-14,Confirmed by the Senate by Voice Vote.,confirmed,107,New Jersey,United States District Judge
PN2064,https://www.congress.gov/nomination/107th-congress/2064,107th Congress (2001-2002),Robert B. Kugler,The Judiciary,"Robert B. Kugler, of New Jersey, to be United States District Judge for the District of New Jersey, vice Joseph E. Irenas, retired.",2002-08-01,Judiciary,2002-11-14,Confirmed by the Senate by Voice Vote.,confirmed,107,New Jersey,United States District Judge
PN2063,https://www.congress.gov/nomination/107th-congress/2063,107th Congress (2001-2002),Rosemary M. Collyer,The Judiciary,"Rosemary M. Collyer, of Maryland, to be United States District Judge for the District of Columbia, vice Thomas Penfield Jackson, retired.",2002-08-01,Judiciary,2002-11-14,Confirmed by the Senate by Voice Vote.,confirmed,107,Maryland,United States District Judge
PN2062,https://www.congress.gov/nomination/107th-congress/2062,107th Congress (2001-2002),Mark E. Fuller,The Judiciary,"Mark E. Fuller, of Alabama, to be United States District Judge for the Middle District of Alabama, vice Ira DeMent, retired.",2002-08-01,Judiciary,2002-11-14,Confirmed by the Senate by Voice Vote.,confirmed,107,Alabama,United States District Judge
PN2024,https://www.congress.gov/nomination/107th-congress/2024,107th Congress (2001-2002),Sandra J. Feuerstein,The Judiciary,"Sandra J. Feuerstein, of New York, to be United States District Judge for the Eastern District of New York, vice Thomas C. Platt, Jr., retired.",2002-07-25,Judiciary,2002-11-20,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,107,New York,United States District Judge
PN2023,https://www.congress.gov/nomination/107th-congress/2023,107th Congress (2001-2002),Kent A. Jordan,The Judiciary,"Kent A. Jordan, of Delaware, to be United States District Judge for the District of Delaware, vice Roderick R. McKelvie, retired.",2002-07-25,Judiciary,2002-11-14,Confirmed by the Senate by Voice Vote.,confirmed,107,Delaware,United States District Judge
PN2022,https://www.congress.gov/nomination/107th-congress/2022,107th Congress (2001-2002),Jeffrey S. White,The Judiciary,"Jeffrey S. White, of California, to be United States District Judge for the Northern District of California, vice Charles A. Legge, retired.",2002-07-25,Judiciary,2002-11-14,Confirmed by the Senate by Voice Vote.,confirmed,107,California,United States District Judge
PN2021,https://www.congress.gov/nomination/107th-congress/2021,107th Congress (2001-2002),Denny Wade King,Department of Justice,"Denny Wade King, of Tennessee, to be United States Marshal for the Middle District of Tennessee for the term of four years, vice Edward Scott Blair, term expired.",2002-07-24,Judiciary,2002-09-11,Confirmed by the Senate by Voice Vote.,confirmed,107,Tennessee,United States Marshal
PN2020,https://www.congress.gov/nomination/107th-congress/2020,107th Congress (2001-2002),Johnny Mack Brown,Department of Justice,"Johnny Mack Brown, of South Carolina, to be United States Marshal for the District of South Carolina for the term of four years, vice Israel Brooks, Jr., term expired.",2002-07-24,Judiciary,2002-11-12,Confirmed by the Senate by Voice Vote.,confirmed,107,South Carolina,United States Marshal
PN2019,https://www.congress.gov/nomination/107th-congress/2019,107th Congress (2001-2002),Robert Maynard Grubbs,Department of Justice,"Robert Maynard Grubbs, of Michigan, to be United States Marshal for the Eastern District of Michigan for the term of four years, vice James Douglas, Jr., term expired.",2002-07-24,Judiciary,2002-11-12,Confirmed by the Senate by Voice Vote.,confirmed,107,Michigan,United States Marshal
PN1985,https://www.congress.gov/nomination/107th-congress/1985,107th Congress (2001-2002),William E. Smith,The Judiciary,"William E. Smith, of Rhode Island, to be United States District Judge for the District of Rhode Island, vice Ronald R. Lagueux, retired.",2002-07-18,Judiciary,2002-11-14,Confirmed by the Senate by Voice Vote.,confirmed,107,Rhode Island,United States District Judge
PN1984,https://www.congress.gov/nomination/107th-congress/1984,107th Congress (2001-2002),James E. Kinkeade,The Judiciary,"James E. Kinkeade, of Texas, to be United States District Judge for the Northern District of Texas, vice Joe Kendall, resigned.",2002-07-18,Judiciary,2002-11-14,Confirmed by the Senate by Voice Vote.,confirmed,107,Texas,United States District Judge
PN1983,https://www.congress.gov/nomination/107th-congress/1983,107th Congress (2001-2002),Robert A. Junell,The Judiciary,"Robert A. Junell, of Texas, to be United States District Judge for the Western District of Texas, vice Hipolito Frank Garcia, deceased.",2002-07-18,Judiciary,2002-11-20,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,107,Texas,United States District Judge
PN1982,https://www.congress.gov/nomination/107th-congress/1982,107th Congress (2001-2002),Robert G. Klausner,The Judiciary,"Robert G. Klausner, of California, to be United States District Judge for the Central District of California, vice William D. Keller, retired.",2002-07-18,Judiciary,2002-11-14,Confirmed by the Senate by Voice Vote.,confirmed,107,California,United States District Judge
PN1981,https://www.congress.gov/nomination/107th-congress/1981,107th Congress (2001-2002),S. James Otero,The Judiciary,"S. James Otero, of California, to be United States District Judge for the Central District of California, vice Richard A. Paez, elevated.",2002-07-18,Judiciary,2002-11-20,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,107,California,United States District Judge
PN1962,https://www.congress.gov/nomination/107th-congress/1962,107th Congress (2001-2002),Alia M. Ludlum,The Judiciary,"Alia M. Ludlum, of Texas, to be United States District Judge for the Western District of Texas, vice Harry Lee Hudspeth, retired.",2002-07-11,Judiciary,2002-11-14,Confirmed by the Senate by Voice Vote.,confirmed,107,Texas,United States District Judge
PN1902,https://www.congress.gov/nomination/107th-congress/1902,107th Congress (2001-2002),Linda R. Reade,The Judiciary,"Linda R. Reade, of Iowa, to be United States District Judge for the Northern District of Iowa, vice Michael J. Melloy, elevated.",2002-06-26,Judiciary,2002-11-14,Confirmed by the Senate by Voice Vote.,confirmed,107,Iowa,United States District Judge
PN1901,https://www.congress.gov/nomination/107th-congress/1901,107th Congress (2001-2002),Thomas W. Phillips,The Judiciary,"Thomas W. Phillips, of Tennessee, to be United States District Judge for the Eastern District of Tennessee, vice James H. Jarvis, II, retired.",2002-06-26,Judiciary,2002-11-14,Confirmed by the Senate by Voice Vote.,confirmed,107,Tennessee,United States District Judge
PN1900,https://www.congress.gov/nomination/107th-congress/1900,107th Congress (2001-2002),Daniel L. Hovland,The Judiciary,"Daniel L. Hovland, of North Dakota, to be United States District Judge for the District of North Dakota, vice Patrick A. Conmy, retired.",2002-06-26,Judiciary,2002-11-14,Confirmed by the Senate by Voice Vote.,confirmed,107,North Dakota,United States District Judge
PN1899,https://www.congress.gov/nomination/107th-congress/1899,107th Congress (2001-2002),Richard A. Griffin,The Judiciary,"Richard A. Griffin, of Michigan, to be United States Circuit Judge for the Sixth Circuit, vice Damon J. Keith, retired.",2002-06-26,Judiciary,2002-11-20,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,107,Michigan,United States Circuit Judge
PN1892,https://www.congress.gov/nomination/107th-congress/1892,107th Congress (2001-2002),George Breffni Walsh,Department of Justice,"George Breffni Walsh, of Virginia, to be United States Marshal for the District of Columbia for the term of four years, vice Donald W. Horton.",2002-06-20,Judiciary,2002-07-29,Confirmed by the Senate by Voice Vote.,confirmed,107,Virginia,United States Marshal
PN1891,https://www.congress.gov/nomination/107th-congress/1891,107th Congress (2001-2002),Burton Stallwood,Department of Justice,"Burton Stallwood, of Rhode Island, to be United States Marshal for the District of Rhode Island for the term of four years, vice John James Leyden, resigned.",2002-06-20,Judiciary,2002-08-01,Confirmed by the Senate by Voice Vote.,confirmed,107,Rhode Island,United States Marshal
PN1890,https://www.congress.gov/nomination/107th-congress/1890,107th Congress (2001-2002),Richard Vaughn Mecum,Department of Justice,"Richard Vaughn Mecum, of Georgia, to be United States Marshal for the Northern District of Georgia for the term of four years, vice Robert Henry McMichael, term expired.",2002-06-20,Judiciary,2002-08-01,Confirmed by the Senate by Voice Vote.,confirmed,107,Georgia,United States Marshal
PN1859,https://www.congress.gov/nomination/107th-congress/1859,107th Congress (2001-2002),Michael Lee Kline,Department of Justice,"Michael Lee Kline, of Washington, to be United States Marshal for the Eastern District of Washington for the term of four years, vice G. Ronald Dashiell, term expired.",2002-06-07,Judiciary,2002-07-29,Confirmed by the Senate by Voice Vote.,confirmed,107,Washington,United States Marshal
PN1858,https://www.congress.gov/nomination/107th-congress/1858,107th Congress (2001-2002),Mark Moki Hanohano,Department of Justice,"Mark Moki Hanohano, of Hawaii, to be United States Marshal for the District of Hawaii for the term of four years, vice Howard Hikaru Tagomori.",2002-06-07,Judiciary,2002-11-20,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,107,Hawaii,United States Marshal
PN1795,https://www.congress.gov/nomination/107th-congress/1795,107th Congress (2001-2002),Miriam F. Miquelon,Department of Justice,"Miriam F. Miquelon, of Illinois, to be United States Attorney for the Southern District of Illinois, vice Walter Charles Grace, term expired.",2002-05-23,Judiciary,2002-07-29,Confirmed by the Senate by Voice Vote.,confirmed,107,Illinois,United States Attorney
PN1794,https://www.congress.gov/nomination/107th-congress/1794,107th Congress (2001-2002),Randall Dean Anderson,Department of Justice,"Randall Dean Anderson, of Utah, to be United States Marshal for the District of Utah for the term of four years. (Reappointment)",2002-05-23,Judiciary,2002-07-26,Confirmed by the Senate by Voice Vote.,confirmed,107,Utah,United States Marshal
PN1780,https://www.congress.gov/nomination/107th-congress/1780,107th Congress (2001-2002),James C. Dever III,The Judiciary,"James C. Dever, III, of North Carolina, to be United States District Judge for the Eastern District of North Carolina, vice W. Earl Britt, retired.",2002-05-22,Judiciary,2002-11-20,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,107,North Carolina,United States District Judge
PN1779,https://www.congress.gov/nomination/107th-congress/1779,107th Congress (2001-2002),Timothy J. Corrigan,The Judiciary,"Timothy J. Corrigan, of Florida, to be United States District Judge for the Middle District of Florida, vice a new position created by Public Law 106-113, approved November 29, 1999.",2002-05-22,Judiciary,2002-09-12,Confirmed by the Senate by Yea-Nay Vote. 88 - 0. Record Vote Number: 213.,confirmed,107,Florida,United States District Judge
PN1778,https://www.congress.gov/nomination/107th-congress/1778,107th Congress (2001-2002),Jay S. Bybee,The Judiciary,"Jay S. Bybee, of Nevada, to be United States Circuit Judge for the Ninth Circuit, vice Procter R. Hug, Jr., retired.",2002-05-22,Judiciary,2002-11-20,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,107,Nevada,United States Circuit Judge
PN1776,https://www.congress.gov/nomination/107th-congress/1776,107th Congress (2001-2002),James Michael Wahlrab,Department of Justice,"James Michael Wahlrab, of Ohio, to be United States Marshal for the Southern District of Ohio for the term of four years, vice Roy Allen Smith, term expired.",2002-05-21,Judiciary,2002-07-26,Confirmed by the Senate by Voice Vote.,confirmed,107,Ohio,United States Marshal
PN1775,https://www.congress.gov/nomination/107th-congress/1775,107th Congress (2001-2002),David Scott Carpenter,Department of Justice,"David Scott Carpenter, of North Dakota, to be United States Marshal for the District of North Dakota for the term of four years, vice Brian C. Berg, term expired.",2002-05-21,Judiciary,2002-07-26,Confirmed by the Senate by Voice Vote.,confirmed,107,North Dakota,United States Marshal
PN1774,https://www.congress.gov/nomination/107th-congress/1774,107th Congress (2001-2002),James Robert Dougan,Department of Justice,"James Robert Dougan, of Michigan, to be United States Marshal for the Western District of Michigan for the term of four years, vice Barbara C. Jurkas, term expired.",2002-05-21,Judiciary,2002-07-29,Confirmed by the Senate by Voice Vote.,confirmed,107,Michigan,United States Marshal
PN1773,https://www.congress.gov/nomination/107th-congress/1773,107th Congress (2001-2002),James Thomas Roberts Jr.,Department of Justice,"James Thomas Roberts, Jr., of Georgia, to be United States Marshal for the Southern District of Georgia for the term of four years, vice John W. Caldwell, term expired.",2002-05-21,Judiciary,2002-07-29,Confirmed by the Senate by Voice Vote.,confirmed,107,Georgia,United States Marshal
PN1766,https://www.congress.gov/nomination/107th-congress/1766,107th Congress (2001-2002),Charles E. Beach Sr.,Department of Justice,"Charles E. Beach, Sr., of Iowa, to be United States Marshal for the Southern District of Iowa for the term of four years, vice Phylliss Jeanette Henry, resigned.",2002-05-15,Judiciary,2002-08-01,Confirmed by the Senate by Voice Vote.,confirmed,107,Iowa,United States Marshal
PN1765,https://www.congress.gov/nomination/107th-congress/1765,107th Congress (2001-2002),Kevin Vincent Ryan,Department of Justice,"Kevin Vincent Ryan, of California, to be United States Attorney for the Northern District of California, for the term of four years, vice Robert S. Mueller III, resigned.",2002-05-15,Judiciary,2002-07-26,Confirmed by the Senate by Voice Vote.,confirmed,107,California,United States Attorney
PN1764,https://www.congress.gov/nomination/107th-congress/1764,107th Congress (2001-2002),J. B. Van Hollen,Department of Justice,"J. B. Van Hollen, of Wisconsin, to be United States Attorney for the Western District of Wisconsin for the term of four years, vice Peggy A. Lautenschlager, resigned.",2002-05-15,Judiciary,2002-08-01,Confirmed by the Senate by Voice Vote.,confirmed,107,Wisconsin,United States Attorney
PN1730,https://www.congress.gov/nomination/107th-congress/1730,107th Congress (2001-2002),Anthony Dichio,Department of Justice,"Anthony Dichio, of Massachusetts, to be United States Marshal for the District of Massachusetts for the term of four years, vice Nancy J. McGillivray-Shaffer, term expired.",2002-05-08,Judiciary,2002-07-29,Confirmed by the Senate by Voice Vote.,confirmed,107,Massachusetts,United States Marshal
PN1726,https://www.congress.gov/nomination/107th-congress/1726,107th Congress (2001-2002),Steven D. Deatherage,Department of Justice,"Steven D. Deatherage, of Illinois, to be United States Marshal for the Central District of Illinois for the term of four years, vice Robert Moore, term expired.",2002-05-06,Judiciary,2002-07-25,Confirmed by the Senate by Voice Vote.,confirmed,107,Illinois,United States Marshal
PN1725,https://www.congress.gov/nomination/107th-congress/1725,107th Congress (2001-2002),Gregory Robert Miller,Department of Justice,"Gregory Robert Miller, of Florida, to be United States Attorney for the Northern District of Florida for the term of four years, vice Patrick Michael Patterson, resigned.",2002-05-06,Judiciary,2002-07-26,Confirmed by the Senate by Voice Vote.,confirmed,107,Florida,United States Attorney
PN1713,https://www.congress.gov/nomination/107th-congress/1713,107th Congress (2001-2002),Reena Raggi,The Judiciary,"Reena Raggi, of New York, to be United States Circuit Judge for the Second Circuit, vice Amalya L. Kearse, retired.",2002-05-01,Judiciary,2002-09-20,Confirmed by the Senate by Yea-Nay Vote. 85 - 0. Record Vote Number: 219.,confirmed,107,New York,United States Circuit Judge
PN1712,https://www.congress.gov/nomination/107th-congress/1712,107th Congress (2001-2002),Susan G. Braden,The Judiciary,"Susan G. Braden, of the District of Columbia, to be a Judge of the United States Court of Federal Claims for a term of fifteen years, vice Roger B. Andewelt, deceased.",2002-05-01,Judiciary,2002-11-20,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,107,District of Columbia,Judge
PN1688,https://www.congress.gov/nomination/107th-congress/1688,107th Congress (2001-2002),James Knoll Gardner,The Judiciary,"James Knoll Gardner, of Pennsylvania, to be United States District Judge for the Eastern District of Pennsylvania, vice Jan E. DuBois, retired.",2002-04-22,Judiciary,2002-10-02,Confirmed by the Senate by Voice Vote.,confirmed,107,Pennsylvania,United States District Judge
PN1687,https://www.congress.gov/nomination/107th-congress/1687,107th Congress (2001-2002),G. Wayne Pike,Department of Justice,"G. Wayne Pike, of Virginia, to be United States Marshal for the Western District of Virginia for the term of four years, vice Larry Reed Mattox, term expired.",2002-04-22,Judiciary,2002-07-25,Confirmed by the Senate by Voice Vote.,confirmed,107,Virginia,United States Marshal
PN1653,https://www.congress.gov/nomination/107th-congress/1653,107th Congress (2001-2002),Ruben Monzon,Department of Justice,"Ruben Monzon, of Texas, to be United States Marshal for the Southern District of Texas for the term of four years, vice Hiran Arthur Contreras, term expired.",2002-04-16,Judiciary,2002-07-26,Confirmed by the Senate by Voice Vote.,confirmed,107,Texas,United States Marshal
PN1652,https://www.congress.gov/nomination/107th-congress/1652,107th Congress (2001-2002),Randy Paul Ely,Department of Justice,"Randy Paul Ely, of Texas, to be United States Marshal for the Northern District of Texas for the term of four years, vice D. W. Bransom, Jr., term expired.",2002-04-16,Judiciary,2002-05-07,Confirmed by the Senate by Voice Vote.,confirmed,107,Texas,United States Marshal
PN1651,https://www.congress.gov/nomination/107th-congress/1651,107th Congress (2001-2002),Thomas M. Fitzgerald,Department of Justice,"Thomas M. Fitzgerald, of Pennsylvania, to be United States Marshal for the Western District of Pennsylvania for the term of four years, vice Frank Policaro, Jr., term expired.",2002-04-16,Judiciary,2002-07-25,Confirmed by the Senate by Voice Vote.,confirmed,107,Pennsylvania,United States Marshal
PN1650,https://www.congress.gov/nomination/107th-congress/1650,107th Congress (2001-2002),Gary Edward Shovlin,Department of Justice,"Gary Edward Shovlin, of Pennsylvania, to be United States Marshal for the Eastern District of Pennsylvania for the term of four years, vice Alan D. Lewis.",2002-04-16,Judiciary,2002-05-07,Confirmed by the Senate by Voice Vote.,confirmed,107,Pennsylvania,United States Marshal
PN1649,https://www.congress.gov/nomination/107th-congress/1649,107th Congress (2001-2002),Jose Gerardo Troncoso,Department of Justice,"Jose Gerardo Troncoso, of Nevada, to be United States Marshal for the District of Nevada for the term of four years.  (Reappointment)",2002-04-16,Judiciary,2002-05-08,Received message of withdrawal of nomination from the President.,withdrawn,107,Nevada,United States Marshal
PN1648,https://www.congress.gov/nomination/107th-congress/1648,107th Congress (2001-2002),Stephen Robert Monier,Department of Justice,"Stephen Robert Monier, of New Hampshire, to be United States Marshal for the District of New Hampshire for the term of four years, vice Raymond Gerard Gagnon, term expired.",2002-04-16,Judiciary,2002-05-07,Confirmed by the Senate by Voice Vote.,confirmed,107,New Hampshire,United States Marshal
PN1647,https://www.congress.gov/nomination/107th-congress/1647,107th Congress (2001-2002),David William Thomas,Department of Justice,"David William Thomas, of Delaware, to be United States Marshal for the District of Delaware for the term of four years, vice Timothy Patrick Mullaney, Sr., term expired.",2002-04-16,Judiciary,2002-07-25,Confirmed by the Senate by Voice Vote.,confirmed,107,Delaware,United States Marshal
