nomination_id,url,Congress,name,organization,Description,date_received,Committee,date_last_action,Latest Action,last_action,congress,residence,role
PN1957,https://www.congress.gov/nomination/115th-congress/1957,115th Congress (2017-2018),Diane Gujarati,The Judiciary,"Diane Gujarati, of New York, to be United States District Judge for the Eastern District of New York, vice John Gleeson, resigned.",2018-05-15,Judiciary,2019-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,115,New York,United States District Judge
PN1956,https://www.congress.gov/nomination/115th-congress/1956,115th Congress (2017-2018),Gary Richard Brown,The Judiciary,"Gary Richard Brown, of New York, to be United States District Judge for the Eastern District of New York, vice Sandra J. Feuerstein, retired.",2018-05-15,Judiciary,2019-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,115,New York,United States District Judge
PN1903,https://www.congress.gov/nomination/115th-congress/1903,115th Congress (2017-2018),Nick Willard,Department of Justice,"Nick Willard, of New Hampshire, to be United States Marshal for the District of New Hampshire for the term of four years, vice David Lyle Cargill, Jr., term expired.",2018-05-07,Judiciary,2018-08-28,Confirmed by the Senate by Voice Vote.,confirmed,115,New Hampshire,United States Marshal
PN1902,https://www.congress.gov/nomination/115th-congress/1902,115th Congress (2017-2018),T. Kent Wetherell II,The Judiciary,"T. Kent Wetherell II, of Florida, to be United States District Judge for the Northern District of Florida, vice John Richard Smoak, retired.",2018-05-07,Judiciary,2019-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,115,Florida,United States District Judge
PN1901,https://www.congress.gov/nomination/115th-congress/1901,115th Congress (2017-2018),Richard E. Taylor Jr.,Department of Justice,"Richard E. Taylor, Jr., of Texas, to be United States Marshal for the Northern District of Texas for the term of four years, vice Randy Paul Ely, retired.",2018-05-07,Judiciary,2018-08-28,Confirmed by the Senate by Voice Vote.,confirmed,115,Texas,United States Marshal
PN1900,https://www.congress.gov/nomination/115th-congress/1900,115th Congress (2017-2018),Richard J. Sullivan,The Judiciary,"Richard J. Sullivan, of New York, to be United States Circuit Judge for the Second Circuit, vice Richard C. Wesley, retired.",2018-05-07,Judiciary,2018-10-11,Confirmed by the Senate by Yea-Nay Vote. 79 - 16. Record Vote Number: 233.,confirmed,115,New York,United States Circuit Judge
PN1899,https://www.congress.gov/nomination/115th-congress/1899,115th Congress (2017-2018),Rodney Smith,The Judiciary,"Rodney Smith, of Florida, to be United States District Judge for the Southern District of Florida, vice Robin S. Rosenbaum, elevated.",2018-05-07,Judiciary,2019-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,115,Florida,United States District Judge
PN1898,https://www.congress.gov/nomination/115th-congress/1898,115th Congress (2017-2018),Rodolfo Armando Ruiz II,The Judiciary,"Rodolfo Armando Ruiz II, of Florida, to be United States District Judge for the Southern District of Florida, vice William J. Zloch, retired.",2018-05-07,Judiciary,2019-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,115,Florida,United States District Judge
PN1897,https://www.congress.gov/nomination/115th-congress/1897,115th Congress (2017-2018),Julius Ness Richardson,The Judiciary,"Julius Ness Richardson, of South Carolina, to be United States Circuit Judge for the Fourth Circuit, vice Dennis W. Shedd, retired.",2018-05-07,Judiciary,2018-08-16,Confirmed by the Senate by Yea-Nay Vote. 81 - 8. Record Vote Number: 185.,confirmed,115,South Carolina,United States Circuit Judge
PN1896,https://www.congress.gov/nomination/115th-congress/1896,115th Congress (2017-2018),Barrett W. Rich,Department of Justice,"Barrett W. Rich, of Tennessee, to be United States Marshal for the Western District of Tennessee for the term of four years, vice Jeffrey Thomas Holt, term expired.",2018-05-07,Judiciary,2019-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,115,Tennessee,United States Marshal
PN1895,https://www.congress.gov/nomination/115th-congress/1895,115th Congress (2017-2018),A. Marvin Quattlebaum Jr.,The Judiciary,"A. Marvin Quattlebaum, Jr., of South Carolina, to be United States Circuit Judge for the Fourth Circuit, vice William B. Traxler, Jr., retiring.",2018-05-07,Judiciary,2018-08-16,Confirmed by the Senate by Yea-Nay Vote. 62 - 28. Record Vote Number: 183.,confirmed,115,South Carolina,United States Circuit Judge
PN1894,https://www.congress.gov/nomination/115th-congress/1894,115th Congress (2017-2018),Susan Lewellyn Pamerleau,Department of Justice,"Susan Lewellyn Pamerleau, of Texas, to be United States Marshal for the Western District of Texas for the term of four years, vice Robert R. Almonte, term expired.",2018-05-07,Judiciary,2018-08-28,Confirmed by the Senate by Voice Vote.,confirmed,115,Texas,United States Marshal
PN1893,https://www.congress.gov/nomination/115th-congress/1893,115th Congress (2017-2018),Denny Wade King,Department of Justice,"Denny Wade King, of Tennessee, to be United States Marshal for the Middle District of Tennessee for the term of four years, vice Louise W. Kelton, term expired.",2018-05-07,Judiciary,2019-01-02,Confirmed by the Senate by Voice Vote.,confirmed,115,Tennessee,United States Marshal
PN1892,https://www.congress.gov/nomination/115th-congress/1892,115th Congress (2017-2018),Richard A. Hertling,The Judiciary,"Richard A. Hertling, of Maryland, to be a Judge of the United States Court of Federal Claims for a term of fifteen years, vice George W. Miller, deceased.",2018-05-07,Judiciary,2019-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,115,Maryland,Judge
PN1891,https://www.congress.gov/nomination/115th-congress/1891,115th Congress (2017-2018),Kim Gaffney,Department of Justice,"Kim Gaffney, of Wisconsin, to be United States Marshal for the Western District of Wisconsin for the term of four years, vice Dallas Stephen Neville, term expired.",2018-05-07,Judiciary,2019-01-02,Confirmed by the Senate by Voice Vote.,confirmed,115,Wisconsin,United States Marshal
PN1890,https://www.congress.gov/nomination/115th-congress/1890,115th Congress (2017-2018),Thomas P. Barber,The Judiciary,"Thomas P. Barber, of Florida, to be United States District Judge for the Middle District of Florida, vice James D. Whittemore, retired.",2018-05-07,Judiciary,2019-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,115,Florida,United States District Judge
PN1889,https://www.congress.gov/nomination/115th-congress/1889,115th Congress (2017-2018),Roy Kalman Altman,The Judiciary,"Roy Kalman Altman, of Florida, to be United States District Judge for the Southern District of Florida, vice Joan A. Lenard, retired.",2018-05-07,Judiciary,2019-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,115,Florida,United States District Judge
PN1864,https://www.congress.gov/nomination/115th-congress/1864,115th Congress (2017-2018),James W. Carroll Jr.,Executive Office of the President,"James W. Carroll, Jr., of Virginia, to be Director of National Drug Control Policy, vice Michael P. Botticelli, resigned.",2018-04-24,Judiciary,2019-01-02,Confirmed by the Senate by Voice Vote.,confirmed,115,Virginia,Director
PN1846,https://www.congress.gov/nomination/115th-congress/1846,115th Congress (2017-2018),Mark F. Sloke,Department of Justice,"Mark F. Sloke, of Alabama, to be United States Marshal for the Southern District of Alabama for the term of four years, vice Charles Edward Andrews, term expired.",2018-04-12,Judiciary,2018-08-28,Confirmed by the Senate by Voice Vote.,confirmed,115,Alabama,United States Marshal
PN1845,https://www.congress.gov/nomination/115th-congress/1845,115th Congress (2017-2018),Gadyaces S. Serralta,Department of Justice,"Gadyaces S. Serralta, of Florida, to be United States Marshal for the Southern District of Florida for the term of four years, vice Amos Rojas, Jr., term expired.",2018-04-12,Judiciary,2018-08-28,Confirmed by the Senate by Voice Vote.,confirmed,115,Florida,United States Marshal
PN1844,https://www.congress.gov/nomination/115th-congress/1844,115th Congress (2017-2018),J. C. Raffety,Department of Justice,"J. C. Raffety, of West Virginia, to be United States Marshal for the Northern District of West Virginia for the term of four years, vice Gary Michael Gaskins, term expired.",2018-04-12,Judiciary,2018-05-22,Confirmed by the Senate by Voice Vote.,confirmed,115,West Virginia,United States Marshal
PN1843,https://www.congress.gov/nomination/115th-congress/1843,115th Congress (2017-2018),David James Porter,The Judiciary,"David James Porter, of Pennsylvania, to be United States Circuit Judge for the Third Circuit, vice D. Michael Fisher, retired.",2018-04-12,Judiciary,2018-10-11,Confirmed by the Senate by Yea-Nay Vote. 50 - 45. Record Vote Number: 231.,confirmed,115,Pennsylvania,United States Circuit Judge
PN1842,https://www.congress.gov/nomination/115th-congress/1842,115th Congress (2017-2018),Sarah Daggett Morrison,The Judiciary,"Sarah Daggett Morrison, of Ohio, to be United States District Judge for the Southern District of Ohio, vice Gregory L. Frost, retired.",2018-04-12,Judiciary,2019-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,115,Ohio,United States District Judge
PN1841,https://www.congress.gov/nomination/115th-congress/1841,115th Congress (2017-2018),David Steven Morales,The Judiciary,"David Steven Morales, of Texas, to be United States District Judge for the Southern District of Texas, vice Janis Graham Jack, retired.",2018-04-12,Judiciary,2019-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,115,Texas,United States District Judge
PN1840,https://www.congress.gov/nomination/115th-congress/1840,115th Congress (2017-2018),Mary S. McElroy,The Judiciary,"Mary S. McElroy, of Rhode Island, to be United States District Judge for the District of Rhode Island, vice Mary M. Lisi, retired.",2018-04-12,Judiciary,2019-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,115,Rhode Island,United States District Judge
PN1839,https://www.congress.gov/nomination/115th-congress/1839,115th Congress (2017-2018),Paul B. Matey,The Judiciary,"Paul B. Matey, of New Jersey, to be United States Circuit Judge for the Third Circuit, vice Julio M. Fuentes, retired.",2018-04-12,Judiciary,2019-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,115,New Jersey,United States Circuit Judge
PN1838,https://www.congress.gov/nomination/115th-congress/1838,115th Congress (2017-2018),Erica H. MacDonald,Department of Justice,"Erica H. MacDonald, of Minnesota, to be United States Attorney for the District of Minnesota for the term of four years, vice Andrew Mark Luger, resigned.",2018-04-12,Judiciary,2018-05-24,Confirmed by the Senate by Voice Vote.,confirmed,115,Minnesota,United States Attorney
PN1837,https://www.congress.gov/nomination/115th-congress/1837,115th Congress (2017-2018),Cheryl A. Lydon,Department of Justice,"Cheryl A. Lydon, of South Carolina, to be United States Attorney for the District of South Carolina for the term of four years, vice William N. Nettles, term expired.",2018-04-12,Judiciary,2018-05-22,Confirmed by the Senate by Voice Vote.,confirmed,115,South Carolina,United States Attorney
PN1836,https://www.congress.gov/nomination/115th-congress/1836,115th Congress (2017-2018),R. Don Ladner Jr.,Department of Justice,"R. Don Ladner, Jr., of Florida, to be United States Marshal for the Northern District of Florida for the term of four years, vice Edward M. Spooner, retired.",2018-04-12,Judiciary,2018-08-28,Confirmed by the Senate by Voice Vote.,confirmed,115,Florida,United States Marshal
PN1835,https://www.congress.gov/nomination/115th-congress/1835,115th Congress (2017-2018),Scott E. Kracl,Department of Justice,"Scott E. Kracl, of Nebraska, to be United States Marshal for the District of Nebraska for the term of four years, vice Mark Anthony Martinez, term expired.",2018-04-12,Judiciary,2018-05-22,Confirmed by the Senate by Voice Vote.,confirmed,115,Nebraska,United States Marshal
PN1834,https://www.congress.gov/nomination/115th-congress/1834,115th Congress (2017-2018),Jonathan W. Katchen,The Judiciary,"Jonathan W. Katchen, of Alaska, to be United States District Judge for the District of Alaska, vice Ralph R. Beistline, retired.",2018-04-12,Judiciary,2019-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,115,Alaska,United States District Judge
PN1833,https://www.congress.gov/nomination/115th-congress/1833,115th Congress (2017-2018),John D. Jordan,Department of Justice,"John D. Jordan, of Missouri, to be United States Marshal for the Eastern District of Missouri for the term of four years, vice William Claud Sibert, term expired.",2018-04-12,Judiciary,2018-08-28,Confirmed by the Senate by Voice Vote.,confirmed,115,Missouri,United States Marshal
PN1832,https://www.congress.gov/nomination/115th-congress/1832,115th Congress (2017-2018),Scott Patrick Illing,Department of Justice,"Scott Patrick Illing, of Louisiana, to be United States Marshal for the Eastern District of Louisiana for the term of four years, vice Genevieve Lynn May, term expired.",2018-04-12,Judiciary,2018-05-24,Confirmed by the Senate by Voice Vote.,confirmed,115,Louisiana,United States Marshal
PN1831,https://www.congress.gov/nomination/115th-congress/1831,115th Congress (2017-2018),James Patrick Hanlon,The Judiciary,"James Patrick Hanlon, of Indiana, to be United States District Judge for the Southern District of Indiana, vice William T. Lawrence, retiring.",2018-04-12,Judiciary,2018-10-11,Confirmed by the Senate by Voice Vote.,confirmed,115,Indiana,United States District Judge
PN1830,https://www.congress.gov/nomination/115th-congress/1830,115th Congress (2017-2018),Charles L. Goodwin,Department of Justice,"Charles L. Goodwin, of Hawaii, to be United States Marshal for the District of Hawaii for the term of four years, vice Gervin Kazumi Miyamoto, term expired.",2018-04-12,Judiciary,2018-08-28,Confirmed by the Senate by Voice Vote.,confirmed,115,Hawaii,United States Marshal
PN1829,https://www.congress.gov/nomination/115th-congress/1829,115th Congress (2017-2018),Stephen R. Clark Sr.,The Judiciary,"Stephen R. Clark, Sr., of Missouri, to be United States District Judge for the Eastern District of Missouri, vice Carol E. Jackson, retired.",2018-04-12,Judiciary,2019-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,115,Missouri,United States District Judge
PN1828,https://www.congress.gov/nomination/115th-congress/1828,115th Congress (2017-2018),Kenneth D. Bell,The Judiciary,"Kenneth D. Bell, of North Carolina, to be United States District Judge for the Western District of North Carolina, vice Richard L. Voorhees, retired.",2018-04-12,Judiciary,2019-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,115,North Carolina,United States District Judge
PN1827,https://www.congress.gov/nomination/115th-congress/1827,115th Congress (2017-2018),Pamela A. Barker,The Judiciary,"Pamela A. Barker, of Ohio, to be United States District Judge for the Northern District of Ohio, vice Donald C. Nugent, retired.",2018-04-12,Judiciary,2019-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,115,Ohio,United States District Judge
PN1826,https://www.congress.gov/nomination/115th-congress/1826,115th Congress (2017-2018),Raul M. Arias-Marxuach,The Judiciary,"Raul M. Arias-Marxuach, of Puerto Rico, to be United States District Judge for the District of Puerto Rico, vice Jose Anotonio Fuste, retired.",2018-04-12,Judiciary,2019-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,115,Puerto Rico,United States District Judge
PN1812,https://www.congress.gov/nomination/115th-congress/1812,115th Congress (2017-2018),Patrick R. Wyrick,The Judiciary,"Patrick R. Wyrick, of Oklahoma, to be United States District Judge for the Western District of Oklahoma, vice David L. Russell, retired.",2018-04-10,Judiciary,2019-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,115,Oklahoma,United States District Judge
PN1811,https://www.congress.gov/nomination/115th-congress/1811,115th Congress (2017-2018),Allen Cothrel Winsor,The Judiciary,"Allen Cothrel Winsor, of Florida, to be United States District Judge for the Northern District of Florida, vice Robert L. Hinkle, retired.",2018-04-10,Judiciary,2019-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,115,Florida,United States District Judge
PN1810,https://www.congress.gov/nomination/115th-congress/1810,115th Congress (2017-2018),Lance E. Walker,The Judiciary,"Lance E. Walker, of Maine, to be United States District Judge for the District of Maine, vice John A. Woodcock, Jr., retired.",2018-04-10,Judiciary,2018-10-11,Confirmed by the Senate by Voice Vote.,confirmed,115,Maine,United States District Judge
PN1809,https://www.congress.gov/nomination/115th-congress/1809,115th Congress (2017-2018),John M. O'Connor,The Judiciary,"John M. O'Connor, of Oklahoma, to be United States District Judge for the Northern, Eastern and Western Districts of Oklahoma, vice James H. Payne, retired.",2018-04-10,Judiciary,2019-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,115,Oklahoma,United States District Judge
PN1808,https://www.congress.gov/nomination/115th-congress/1808,115th Congress (2017-2018),Britt Cagle Grant,The Judiciary,"Britt Cagle Grant, of Georgia, to be United States Circuit Judge for the Eleventh Circuit, vice Julie E. Carnes, retiring.",2018-04-10,Judiciary,2018-07-31,Confirmed by the Senate by Yea-Nay Vote. 52 - 46. Record Vote Number: 174.,confirmed,115,Georgia,United States Circuit Judge
PN1807,https://www.congress.gov/nomination/115th-congress/1807,115th Congress (2017-2018),Andrew Lynn Brasher,The Judiciary,"Andrew Lynn Brasher, of Alabama, to be United States District Judge for the Middle District of Alabama, vice Mark E. Fuller, resigned.",2018-04-10,Judiciary,2019-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,115,Alabama,United States District Judge
PN1806,https://www.congress.gov/nomination/115th-congress/1806,115th Congress (2017-2018),Holly A. Brady,The Judiciary,"Holly A. Brady, of Indiana, to be United States District Judge for the Northern District of Indiana, vice Joseph S. Van Bokkelen, retired.",2018-04-10,Judiciary,2019-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,115,Indiana,United States District Judge
PN1805,https://www.congress.gov/nomination/115th-congress/1805,115th Congress (2017-2018),Wendy Williams Berger,The Judiciary,"Wendy Williams Berger, of Florida, to be United States District Judge for the Middle District of Florida, vice John E. Steele, retired.",2018-04-10,Judiciary,2019-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,115,Florida,United States District Judge
PN1752,https://www.congress.gov/nomination/115th-congress/1752,115th Congress (2017-2018),Jane Nitze,Privacy and Civil Liberties Oversight Board,"Jane Nitze, of the District of Columbia, to be a Member of the Privacy and Civil Liberties Oversight Board for a term expiring January 29, 2023, vice Rachel L. Brand, term expired.",2018-03-19,Judiciary,2018-10-11,Confirmed by the Senate by Voice Vote.,confirmed,115,District of Columbia,Member
PN1751,https://www.congress.gov/nomination/115th-congress/1751,115th Congress (2017-2018),Edward W. Felten,Privacy and Civil Liberties Oversight Board,"Edward W. Felten, of New Jersey, to be a Member of the Privacy and Civil Liberties Oversight Board for the remainder of the term expiring January 29, 2019, vice Patricia M. Wald, retired.",2018-03-19,Judiciary,2018-10-11,Confirmed by the Senate by Voice Vote.,confirmed,115,New Jersey,Member
PN1714,https://www.congress.gov/nomination/115th-congress/1714,115th Congress (2017-2018),Theodor G. Short,Department of Justice,"Theodor G. Short, of Maine, to be United States Marshal for the District of Maine for the term of four years, vice Noel Culver March, resigning.",2018-03-12,Judiciary,2018-04-26,Confirmed by the Senate by Voice Vote.,confirmed,115,Maine,United States Marshal
PN1713,https://www.congress.gov/nomination/115th-congress/1713,115th Congress (2017-2018),Bradley A. Maxwell,Department of Justice,"Bradley A. Maxwell, of Illinois, to be United States Marshal for the Southern District of Illinois for the term of four years, vice Don Slazinik, retired.",2018-03-12,Judiciary,2018-05-10,Confirmed by the Senate by Voice Vote.,confirmed,115,Illinois,United States Marshal
PN1712,https://www.congress.gov/nomination/115th-congress/1712,115th Congress (2017-2018),Brendan O. Heffner,Department of Justice,"Brendan O. Heffner, of Illinois, to be United States Marshal for the Central District of Illinois for the term of four years, vice Kenneth F. Bohac, resigned.",2018-03-12,Judiciary,2018-04-26,Confirmed by the Senate by Voice Vote.,confirmed,115,Illinois,United States Marshal
PN1711,https://www.congress.gov/nomination/115th-congress/1711,115th Congress (2017-2018),Gregory Allyn Forest,Department of Justice,"Gregory Allyn Forest, of North Carolina, to be United States Marshal for the Western District of North Carolina for the term of four years, vice Kelly McDade Nesbit, retired.",2018-03-12,Judiciary,2018-05-10,Confirmed by the Senate by Voice Vote.,confirmed,115,North Carolina,United States Marshal
PN1710,https://www.congress.gov/nomination/115th-congress/1710,115th Congress (2017-2018),Sonya K. Chavez,Department of Justice,"Sonya K. Chavez, of New Mexico, to be United States Marshal for the District of New Mexico for the term of four years, vice Conrad Ernest Candelaria, resigned.",2018-03-12,Judiciary,2018-05-22,Confirmed by the Senate by Voice Vote.,confirmed,115,New Mexico,United States Marshal
PN1709,https://www.congress.gov/nomination/115th-congress/1709,115th Congress (2017-2018),Dallas L. Carlson,Department of Justice,"Dallas L. Carlson, of North Dakota, to be United States Marshal for the District of North Dakota for the term of four years, vice Paul Ward, retired.",2018-03-12,Judiciary,2018-10-11,Confirmed by the Senate by Voice Vote.,confirmed,115,North Dakota,United States Marshal
PN1676,https://www.congress.gov/nomination/115th-congress/1676,115th Congress (2017-2018),Luis Felipe Restrepo,United States Sentencing Commission,"Luis Felipe Restrepo, of Pennsylvania, to be a Member of the United States Sentencing Commission for a term expiring October 31, 2019, vice Ketanji Brown Jackson, term expired.",2018-03-01,Judiciary,2019-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,115,Pennsylvania,Member
PN1675,https://www.congress.gov/nomination/115th-congress/1675,115th Congress (2017-2018),William H. Pryor Jr.,United States Sentencing Commission,"William H. Pryor, Jr., of Alabama, to be Chair of the United States Sentencing Commission, vice Patti B. Saris.",2018-03-01,Judiciary,2019-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,115,Alabama,Chair
PN1674,https://www.congress.gov/nomination/115th-congress/1674,115th Congress (2017-2018),William H. Pryor Jr.,United States Sentencing Commission,"William H. Pryor, Jr., of Alabama, to be a Member of the United States Sentencing Commission for a term expiring October 31, 2023.  (Reappointment)",2018-03-01,Judiciary,2019-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,115,Alabama,Member
PN1673,https://www.congress.gov/nomination/115th-congress/1673,115th Congress (2017-2018),William Graham Otis,United States Sentencing Commission,"William Graham Otis, of Virginia, to be a Member of the United States Sentencing Commission for a term expiring October 31, 2021, vice Patti B. Saris, term expired.",2018-03-01,Judiciary,2019-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,115,Virginia,Member
PN1672,https://www.congress.gov/nomination/115th-congress/1672,115th Congress (2017-2018),Henry E. Hudson,United States Sentencing Commission,"Henry E. Hudson, of Virginia, to be a Member of the United States Sentencing Commission for a term expiring October 31, 2021, vice Dabney Langhorne Friedrich, term expired.",2018-03-01,Judiciary,2019-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,115,Virginia,Member
PN1663,https://www.congress.gov/nomination/115th-congress/1663,115th Congress (2017-2018),Kenji M. Price,Department of Justice,"Kenji M. Price, of Hawaii, to be United States Attorney for the District of Hawaii for the term of four years, vice Florence T. Nakakuni, retired.",2018-02-27,Judiciary,2018-04-26,Confirmed by the Senate by Voice Vote.,confirmed,115,Hawaii,United States Attorney
PN1662,https://www.congress.gov/nomination/115th-congress/1662,115th Congress (2017-2018),Rodney D. Ostermiller,Department of Justice,"Rodney D. Ostermiller, of Montana, to be United States Marshal for the District of Montana for the term of four years, vice Darrell James Bell, resigned.",2018-02-27,Judiciary,2018-04-26,Confirmed by the Senate by Voice Vote.,confirmed,115,Montana,United States Marshal
PN1661,https://www.congress.gov/nomination/115th-congress/1661,115th Congress (2017-2018),David L. Lyons,Department of Justice,"David L. Lyons, of Georgia, to be United States Marshal for the Southern District of Georgia for the term of four years, vice Stephen James Smith, term expired.",2018-02-27,Judiciary,2018-04-26,Confirmed by the Senate by Voice Vote.,confirmed,115,Georgia,United States Marshal
PN1660,https://www.congress.gov/nomination/115th-congress/1660,115th Congress (2017-2018),David C. Joseph,Department of Justice,"David C. Joseph, of Louisiana, to be United States Attorney for the Western District of Louisiana for the term of four years, vice Stephanie A. Finely, resigned.",2018-02-27,Judiciary,2018-03-22,Confirmed by the Senate by Voice Vote.,confirmed,115,Louisiana,United States Attorney
PN1659,https://www.congress.gov/nomination/115th-congress/1659,115th Congress (2017-2018),Nicola T. Hanna,Department of Justice,"Nicola T. Hanna, of California, to be United States Attorney for the Central District of California for the term of four years, vice Eileen M. Decker, resigned.",2018-02-27,Judiciary,2018-04-26,Confirmed by the Senate by Voice Vote.,confirmed,115,California,United States Attorney
PN1658,https://www.congress.gov/nomination/115th-congress/1658,115th Congress (2017-2018),Steven L. Gladden,Department of Justice,"Steven L. Gladden, of North Carolina, to be United States Marshal for the Middle District of North Carolina for the term of four years, vice Willie Ransome Stafford III, term expired.",2018-02-27,Judiciary,2018-04-26,Confirmed by the Senate by Voice Vote.,confirmed,115,North Carolina,United States Marshal
PN1657,https://www.congress.gov/nomination/115th-congress/1657,115th Congress (2017-2018),Timothy A. Garrison,Department of Justice,"Timothy A. Garrison, of Missouri, to be United States Attorney for the Western District of Missouri for the term of four years, vice Angela Tammy Dickinson, resigned.",2018-02-27,Judiciary,2018-04-26,Confirmed by the Senate by Voice Vote.,confirmed,115,Missouri,United States Attorney
PN1656,https://www.congress.gov/nomination/115th-congress/1656,115th Congress (2017-2018),Thomas T. Cullen,Department of Justice,"Thomas T. Cullen, of Virginia, to be United States Attorney for the Western District of Virginia for the term of four years, vice John P. Fishwick, Jr., resigned.",2018-02-27,Judiciary,2018-03-22,Confirmed by the Senate by Voice Vote.,confirmed,115,Virginia,United States Attorney
PN1655,https://www.congress.gov/nomination/115th-congress/1655,115th Congress (2017-2018),John Cary Bittick,Department of Justice,"John Cary Bittick, of Georgia, to be United States Marshal for the Middle District of Georgia for the term of four years, vice Willie Lee Richardson, Jr., retired.",2018-02-27,Judiciary,2018-04-26,Confirmed by the Senate by Voice Vote.,confirmed,115,Georgia,United States Marshal
PN1650,https://www.congress.gov/nomination/115th-congress/1650,115th Congress (2017-2018),Charles J. Williams,The Judiciary,"Charles J. Williams, of Iowa, to be United States District Judge for the Northern District of Iowa, vice Linda R. Reade, retired.",2018-02-15,Judiciary,2018-09-06,Confirmed by the Senate by Yea-Nay Vote. 79 - 12. Record Vote Number: 204.,confirmed,115,Iowa,United States District Judge
PN1649,https://www.congress.gov/nomination/115th-congress/1649,115th Congress (2017-2018),Eric C. Tostrud,The Judiciary,"Eric C. Tostrud, of Minnesota, to be United States District Judge for the District of Minnesota, vice Donovan W. Frank, retired.",2018-02-15,Judiciary,2018-09-06,Confirmed by the Senate by Voice Vote.,confirmed,115,Minnesota,United States District Judge
PN1648,https://www.congress.gov/nomination/115th-congress/1648,115th Congress (2017-2018),Amy J. St. Eve,The Judiciary,"Amy J. St. Eve, of Illinois, to be United States Circuit Judge for the Seventh Circuit, vice Ann Claire Williams, retired.",2018-02-15,Judiciary,2018-05-14,Confirmed by the Senate by Yea-Nay Vote. 91 - 0. Record Vote Number: 93.,confirmed,115,Illinois,United States Circuit Judge
PN1647,https://www.congress.gov/nomination/115th-congress/1647,115th Congress (2017-2018),Michael Y. Scudder,The Judiciary,"Michael Y. Scudder, of Illinois, to be United States Circuit Judge for the Seventh Circuit, vice Richard A. Posner, retired.",2018-02-15,Judiciary,2018-05-14,Confirmed by the Senate by Yea-Nay Vote. 90 - 0. Record Vote Number: 92.,confirmed,115,Illinois,United States Circuit Judge
PN1646,https://www.congress.gov/nomination/115th-congress/1646,115th Congress (2017-2018),Peter J. Phipps,The Judiciary,"Peter J. Phipps, of Pennsylvania, to be United States District Judge for the Western District of Pennsylvania, vice Terrence F. McVerry, retired.",2018-02-15,Judiciary,2018-10-11,Confirmed by the Senate by Voice Vote.,confirmed,115,Pennsylvania,United States District Judge
